微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
P1i8MDXrn,#胖东来禁员工彩礼#【#胖东来将不允许员工靠父母买房买车#】#胖东来回应招30人收6900份简历#  ,,无,无,无,2024-11-21 09:31,iPhone 13,0,0,0
P1i8G1lAX,#WTT福冈总决赛##总决赛首日中国男单无人晋级八强#【梁靖崑不敌张本智和 #总决赛首日国乒男单全军覆没#】WTT福冈总决赛男单1/8决赛，梁靖崑1-3不敌日本选手张本智和，止步首轮。四局比分为7-11/6-11/11-9/10-12。加上稍早前林高远的失利，总决赛首个比赛日，中国男单无人晋级八强。  ,,无,无,无,2024-11-21 09:31,iPhone 13,0,0,0
P1i8z5LDN,#孙颖莎#新的一天，顺顺利利，平平安安！ 莎莎比赛加油，健康完赛，一切顺利！  ,,无,无,无,2024-11-21 09:31,iPhone 13,0,0,0
P1i8r9gm7,#百雀羚涉禁用原料##市药监局认定百雀羚不存在违规行为#上海市药监局：调查后认定百雀羚不存在违规行为 终于真相大白，百雀羚国货之光。对恶意的举报应该严惩处罚。  ,,无,无,无,2024-11-21 09:30,iPhone 13,5,0,0
P1i8iFw3g,#卫生巾造假风波#近日，“卫生巾长度不足”“采用 C 类执行标准”“客服态度欠佳”等一系列话题在网络上持续升温，引发了广泛的关注与讨论。卫生巾市场竞争本就趋于白热化，品牌众多，可为何涉事品牌还如此傲慢？这实在令人费解。  ,,无,无,无,2024-11-21 09:30,iPhone 13,0,0,0
P1hH4wPCB,#英伟达#【#英伟达三季度收入达351亿美元#，同比增长94%】11月21日，英伟达美股盘后发布三季度财报。英伟达三季度营收达351亿美元，同比增长94%，分析师预期332.5亿美元。三季度数据中心收入308亿美元，预期291.4亿美元。与此前连续多个季度超100%的增长相比，英伟达营收增长速度有所下滑。受此影响，英伟达股价截至发稿前盘后下跌超2%。 ,,无,无,无,2024-11-21 08:23,iPhone 13,0,0,1
P1hGOnjQw,#林高远 达科#【#林高远林诗栋无缘男双四强#】在20日进行的2024世界乒乓球职业大联盟（WTT）福冈总决赛男双四分之一决赛中，林高远@Eric-林高远 /林诗栋@林詩棟y 不敌日本组合户上隼辅/篠塚大登，无缘四强。#林高远林诗栋止步总决赛八强#  ,,无,无,无,2024-11-21 08:22,iPhone 13,0,0,0
P1hGD34K6,#马斯克##尚不确定伤人老虎是否离开事发地# 【#特斯拉Cybercab亮相伦敦#，计划 2027 年发售】11月20日消息，特斯拉的自动驾驶轿跑车 Cybercab 首次在英国亮相，展示了该公司打造全球自动驾驶车队的愿景。这款车型的官方名称为 Cybercab，刚刚在加州的华纳兄弟工作室与另一款名为 Robovan 的 20 座自动驾驶厢式货车一同发布，时隔一个月后便登陆了伦敦的 Westfield 购物中心进行展示。这两款概念车均没有方向盘或踏板，依靠人工智能和摄像头而非更常见的激光雷达传感器和内置地图软件来运行。马斯克表示，它们还将能够进行无线充电，因此无需像特斯拉传统汽车那样配备充电端口。 ,,无,无,无,2024-11-21 08:22,iPhone 13,0,0,0
P1hGmu1GF,#WTT福冈总决赛#讽刺的奚落的， 其实没必要， 胜败乃兵家常事， 作为观众，胜利欢呼，失败鼓励，足矣！#WTT##WTT福冈总决赛比赛首日#  ,,无,无,无,2024-11-21 08:21,iPhone 13,0,0,1
P1hGf0nw4,#百雀羚涉禁用原料#在产品层面上解决好服务问题或许这次风波就不会出现百雀羚这次的风波其实凸显了一个问题就是：化妆品如果在保质期内产品的添加物出现了新规的时候企业如何应对，如何保证消费者的权益的问题。百雀羚被举报的这款产品达到了3.5年的保质期，禁止使用“圆叶牵牛提取物”的规定是2021年5月发布的，也就是说在新规发布前的产品现在还在保质期内，虽然在2021年5月26号之后的百雀羚的产品调整了配方，那么已经销售含禁止产品没有一个解决办法是导致这次风波的主要原因。这次矛盾的冲突点就在于还在保质期内的产品中含有了明确规定的违禁添加物这个责任有谁来承担的问题。是消费者认命把这些花钱购买回来的产品丢垃圾堆里还是企业来承担这样的损失？还是采取什么样的措施让企业和消费者都能够把损失降低到最低的问题。我个人倒是建议像此类情况厂家完全可以建立一套机制，当遇到在售产品与新规冲突的时候，消费者可以用还没有使用的产品折价换购不违规的产品。这样是对双方都有利的事情。 ,,无,无,无,2024-11-21 08:21,iPhone 13,0,0,0
P1havidEU,#李子柒王冰冰一起玩碰碰车#李子柒在海外拥有粉丝无数，停更几年间外网粉丝还在增加，她的YouTube订阅量从1400万增加到了2010万，海外粉丝持续关注和热爱。李子柒回归的视频《雕漆隐花，雕出紫气东来！》在YouTube上的播放量已经超过1260万。主流媒体记者确实应该多报道，很多美国人通过李子柒了解并喜欢中华文化，有效的文化输出。 ,,无,无,无,2024-11-21 07:03,iPhone 13,0,0,0
P1h9Um08G,#马斯克#【#专家提醒不要完全依赖司美格鲁肽# 小心体重“反弹”】#马斯克同款减肥药中国上市引热议#近日，“马斯克同款”“减肥版”司美格鲁肽中国上市，引发热议。据悉，肥胖症已成为全球的重大公共卫生挑战。肥胖症与超过200种疾病相关，例如，心血管疾病、某些类型的癌症、Ⅱ型糖尿病等。目前，中国约1.8亿成年人患有肥胖症，且患病率持续攀升。有专家提醒，虽然司美格鲁肽为肥胖患者提供了新的治疗选择，但不能把它作为减肥唯一的“救命稻草”，“使用时应该严格在医生指导下使用，并结合健康饮食、适量运动，达到长期体重管理的目的。” ,,无,无,无,2024-11-21 07:01,iPhone 13,0,0,0
P1h9O7zxK,#特朗普新政#美国当选总统唐纳德·特朗普 19 日呼吁美国参议院在他宣誓就职前停止确认法官，因为民主党人正在疯狂地努力确认乔·拜登的提名人选。特朗普在社交平台发帖说：“民主党人正试图在他们离开的时候在法院安置 激  进的左翼法官。共和党参议员需要站出来，坚守立场——在就职日之前不会有更多的法官得到确认！” ,,无,无,无,2024-11-21 07:01,iPhone 13,0,0,0
P1h9If8Xf,#WTT福冈总决赛##WTT福冈总决赛2024# 男双1/4决赛篠塚大登/户上隼辅(JPN)3-0林高远/林诗栋(CHN)【11-8，11-6，11-7】  ,,无,无,无,2024-11-21 07:01,iPhone 13,0,0,1
P1h9B8A7l,#孙颖莎#【#孙颖莎王艺迪无缘女双四强#】在20日进行的2024世界乒乓球职业大联盟（WTT）福冈总决赛女双四分之一决赛中，@孙颖莎 /王艺迪@迪214 不敌日本组合佐藤瞳/桥本帆乃香，无缘四强。#孙颖莎王艺迪vs佐藤瞳桥本帆乃香#  ,,无,无,无,2024-11-21 07:00,iPhone 13,0,0,0
P1h9w4Z4E,#百雀羚涉禁用原料#百雀羚这次风波就是很典型的专门整国货的套路，打的就是标准差。拿以前的产品对应现在的标准，在你没出来说明之前就给你定罪，进行全网传播。没有说明具体产品名字，也没有说添加了哪一种禁用原料，更没有具体的明细，就媒体的一个含糊定性就直接给你定罪。说背后没有推手你信吗？反正我是不信。 ,,无,无,无,2024-11-21 07:00,iPhone 13,0,0,0
P1dpVAcI2,#林高远 达科##林高远0比3达科#WTT福冈总决赛男单，林高远8-11、7-11、9-11达科·约奇克，止步16强。  ,,无,无,无,2024-11-20 21:30,iPhone 13,0,0,1
P1dpN2jEv,#胖东来禁员工彩礼#【明年起 #胖东来宣布员工结婚不允许要或付彩礼#：如果做不到，公司将取消一切福利】#胖东来宣布员工结婚酒席不超5桌#11月20日晚，胖东来创始人于东来在社媒发文称：从明年起！为了推动美好生活，引导社会文明生活，理性科学、轻松真情地展开生活。胖东来人结婚不允许要彩礼或付彩礼，婚礼不能铺张浪费，酒席只能邀请亲朋好友，且不能超过五桌。如果做不到，公司从制度建设上制定将取消一切福利！ ,,无,无,无,2024-11-20 21:29,iPhone 13,0,0,0
P1dpFacjo,#梁靖崑 张本智和#【梁靖崑不敌张本智和 总决赛首日国乒男单全军覆没】WTT福冈总决赛男单1/8决赛，梁靖崑1-3不敌日本选手张本智和，止步首轮。四局比分为7-11/6-11/11-9/10-12。加上稍早前林高远的失利，总决赛首个比赛日，中国男单无人晋级八强  ,,无,无,无,2024-11-20 21:29,iPhone 13,0,0,0
P1dpdzCQ0,#孙颖莎#孙颖莎加油加油！！！！一分一分慢慢来！！！加油👏👏👏  ,,无,无,无,2024-11-20 21:28,iPhone 13,0,0,1
P1doZvi3B,#酒店偷拍黑产#偷拍黑产严重侵犯个人隐私，必须严厉打击。截断偷拍设备供应链、削弱黑产生存基础是关键。同时，酒店和民宿作为经营主体，应肩负主体责任，积极“排雷”，保护消费者隐私。采用专业设备定期排查，确保住宿安全。只有全社会共同努力，才能杜绝偷拍行为，维护个人隐私权益。  ,,无,无,无,2024-11-20 21:27,iPhone 13,0,0,0
P1cotojsq,#卫生巾造假风波#卫生巾造假风波需关注卫生巾造假危害大，你必须知道！近期，卫生巾行业风波不断，这可和咱们女性的健康息息相关，必须引起广泛关注。那么，该如何辨别真假卫生巾呢？首先看外包装，真货印刷颜色更浅、字迹更清晰，表面平滑；假货则颜色较深、字迹模糊、有凹凸感。侧面的防伪标志，真货正面浅侧面清楚，假货正面就能看清且有黑色线条。打开包装，真货小包装坚实、包得严实且抽出空气，假货很软、松散开口；真货包装袋暗纹立体显示，假货从各角度都能看到纹路。此外，真货卫生巾蓝芯图案清晰，不干胶上图文清晰，假货则与之相反。在此提醒广大女性朋友，购买卫生巾一定要通过正规渠道，选择正规品牌，切勿贪图小便宜，注意查看产品的生产日期、保质期等信息。 ,,无,无,无,2024-11-20 18:53,iPhone 13,0,0,0
P1co9jR1F,#酒店偷拍黑产#【住酒店如何躲避隐藏摄像头：保障隐私安全的必修课】在当今社会，随着科技的发展，摄像头已广泛应用于各个领域，从公共安全到个人娱乐，无所不在。然而，这种技术的普及也带来了一些不容忽视的隐私安全问题，特别是在酒店住宿领域。近年来，关于酒店房间被安装隐藏摄像头的报道屡见不鲜，严重侵犯了消费者的隐私权。因此，如何有效躲避隐藏摄像头，保障住酒店时的隐私安全，已成为每一位旅客必须掌握的必修课。首先，旅客在选择酒店时应尽量选择正规、信誉良好的酒店。这些酒店通常有更完善的安全防范措施和更严格的管理制度，能够有效降低被安装隐藏摄像头的风险。同时，旅客在入住前可以通过网络评价、朋友推荐等方式了解酒店的口碑和服务质量，从而做出更明智的选择。其次，入住酒店后，旅客应自行查验房间内的设备。可以仔细观察房间的各个角落，特别是电源插座、灯具、壁挂等位置，查看是否有异常的摆放痕迹或位置变动，以判断是否存在隐藏摄像头。此外，旅客还可以使用一些专业的探测工具，如无线信号探测仪或防偷拍APP，来检测房间内是否存在可疑的摄像头信号。 ,,无,无,无,2024-11-20 18:53,iPhone 13,0,0,0
P1bSYjYap,植发后半个月，效果棒棒哒#植发##植发多少钱##植发效果##发际线植发##脱发##脂溢性脱发##头顶稀疏##头顶稀疏加密##发际线植发##m型发际线植发大概要多少钱#  原图 ,,https://wx4.sinaimg.cn/large/adf0a8c9gy1hvsu6w0t5cj20n00ujtd5.jpg,无,无,2024-11-20 17:36,微博网页版,0,0,2
P1bQftFRC,#特朗普新政#《特朗普亲临“星舰”发射现场》当地时间11月19日，美国当选总统特朗普前往得克萨斯州，出席观看太空探索技术公司重型运载火箭“星舰”的第6次试飞。他的到场体现了对美国航天事业的支持与关注，这种对科技探索的重视，有助于激发美国在航天领域的创新热情，推动科技进步，展现了其对国家未来发展的积极态度. ,,无,无,无,2024-11-20 17:29,iPhone 13,0,0,0
P1bQ1y9hV,"#WTT福冈总决赛##WTT福冈总决赛2024##乒乓球# 2024.11.20-2024.11.24 日本·福冈  【男单】1/8赛 🇩🇪邱党 3-2 林昀儒（中国台北） （-5,-7,5,8,13）  ",,无,无,无,2024-11-20 17:28,iPhone 13,0,0,0
P1bPGqxKG,#国足落败日本##国足落败日本##国足1比3日本#在世预赛亚洲区第三阶段C组第6轮较量中，国足1-3不敌日本队，虽然败了，但是还是有进步的。首先是整体的精神面貌与拼搏精神都有了！ 无论是前场的积极逼抢，还是后场的顽强防守，都体现了球队想要改变现状的决心，林良铭的快速反击进球便是全队努力进攻的缩影。从里让大家看到了希望 虽然防守做得不好，但是防守强度确实上来了。面对技术细腻的日本队，国足球员多次通过身体对抗和紧密盯防来限制对手的进攻空间，下半场韦世豪的积极回防和射门尝试，为球队制造了反击机会. 战术执行与进攻机会创造国足这场比赛的战术部署并不保守，开场主动采取高位逼抢，使日本队传递配合的空间不多，且全场获得了8次射门机会，创造了一些有威胁的进攻，林良铭的进球更是近五年来首次攻破日本队球门。 ,,无,无,无,2024-11-20 17:28,iPhone 13,0,0,0
P1bOSjeCG,#卫生巾造假风波#通常一个品牌塌房，同行都得秀一波。这次“一方有难，八方添乱”的局面也没出现。  ,,无,无,无,2024-11-20 17:26,iPhone 13,2,0,0
P1bgOstCJ,#WTT福冈总决赛#WTT福冈总决赛今日进行首日争夺，中国女乒喜报连连，男乒却连续爆冷。  ,,无,无,无,2024-11-20 16:02,iPhone 13,0,0,1
P1bgE5TSs,#酒店偷拍黑产##酒店针孔摄像头安装工佣金上万元# 难怪酒店偷拍黑产竟如此猖獗，令人发指！这些偷拍摄像头不仅侵犯了个人隐私，更让旅客在本该安心休息的地方提心吊胆。安装工为了高额佣金毫无底线，卖家更是嚣张至极，无视法律。这背后反映的是监管的缺失和部分人的道德沦丧。难道就任由这种恶行为所欲为？相关平台必须加强审核，执法部门更应严厉打击，揪出幕后黑手，还公众一个安全、私密的住宿环境。否则，谁还能安心出门，谁还敢住酒店？ ,,无,无,无,2024-11-20 16:01,iPhone 13,0,0,0
P1bgcdImZ,#百雀羚涉禁用原料#【百雀羚：童年时光里的那一抹温柔香】小时候，百雀羚是家中梳妆台上的常客。那精致的蓝色铁盒，上面印着几只灵动的小鸟，简单质朴却又充满了吸引力。  ,,无,无,无,2024-11-20 16:00,iPhone 13,0,0,0
P1aLF6gw4,#WTT福冈总决赛##林高远vs达科##WTT福冈总决赛2024# 第3局比分2:7，林高远叫暂停了。  ,,无,无,无,2024-11-20 14:45,iPhone 13,0,0,1
P1aLrgdcP,#酒店偷拍黑产##酒店偷拍已形成从生产到交易产业链#酒店偷拍黑产链：隐私危机亟待破局近年来，酒店偷拍事件频发，严重侵犯个人隐私。自 9 月底民宿偷拍被曝光后，公众对隐私保护高度关注。  ,,无,无,无,2024-11-20 14:44,iPhone 13,2,0,0
P1aLiCzR1,#孙颖莎#莎莎比赛加油，虽然我不能去现场也不能看直播，但是我可以看回放，可以看你在场上散发辉煌，可以看我的太阳闪闪发光  ,,无,无,无,2024-11-20 14:44,iPhone 13,1,0,1
P1aKZ8EzY,#百雀羚涉禁用原料#百雀羚涉禁用原料百雀羚回应百雀羚化妆品被举报涉嫌添加禁用原料，上海药监：举报基本属实，百雀羚回应：不存在违法添加行为！拒绝针对国货的恶意商战  ,,无,无,无,2024-11-20 14:43,iPhone 13,0,0,0
P1alPesxD,#特朗普新政#【特朗普到访德州，出席马斯克旗下SpaceX火箭试射】美国总统当选人特朗普当地时间周二（19日）到访德州，出席富商马斯克旗下公司SpaceX的火箭试射。这次是SpaceX公司为旗下星舰火箭所进行的第6次试射，但与上月进行的第5次试射不同，这次试射并未有由发射塔的机械臂接回助推器。 SpaceX公司表示，由于未能达到要求，因此在起飞4分钟后放弃了将火箭第1节的助推器引导回发射塔，助推器3分钟后被引导到墨西哥湾溅落，至于火箭其后按照计划，在印度洋溅落。 ,,无,无,无,2024-11-20 13:41,iPhone 13,0,0,0
P1alEnVMo,#酒店偷拍黑产#【#酒店偷拍已形成从生产到交易产业链#】#付费就能观看万部酒店偷拍视频# 今年以来，多地爆出酒店、民宿偷拍事件，尤其是9月底某视频博主曝光民宿暗藏偷拍摄像头后，引发公众对个人隐私保护的讨论之余，更多人发问“为何偷拍屡禁不止”。新京报记者调查发现，摄像头偷拍已形成“生产、销售、安装、盗摄、交易”的黑色产业链，各个环节乱象频发，一些人更以此牟取非法利益。 ,,无,无,无,2024-11-20 13:41,iPhone 13,0,0,0
P1alxxRmX,#孙颖莎##迪亚兹认为孙颖莎最有趣#11月20日，WTT福冈总决赛，赛前球员玩传递手机游戏迪亚兹称孙颖莎是屋里最有趣人。  ,,无,无,无,2024-11-20 13:41,iPhone 13,0,0,1
P1algacHD,#国足落败日本#中日交战历史数据：国足7胜8平16负国足与日本的世预赛对决3比1不敌日本   国足与日本的交战历史：   双方总共交战31次，其中国足的战绩为7胜8平16负，进球28，丢球44   国足上一次击败日本是在1998年3月7日的东亚四强赛，当时球队2-0击败日本，黎兵梅开二度  ,,无,无,无,2024-11-20 13:40,iPhone 13,0,0,0
P1al8FdcF,#卫生巾造假风波#全世界一半人口是女性，而全中国，有一半人口在使用卫生巾，而这些工厂在欺骗全中国的女性朋友们。我不知道我用的品牌有没有这个问题，但是发现并指出卫生巾问题的女性朋友很了不起，我支持她们。另外，所谓合格标准只是最低底线，就像法律仅仅是最低底线，而不是更好的要求标准一样，然而，这些厂商却连最低标准底线都没做好。一个好的行业应该是保证最低标准的同时发展更高的标准，并且推动更高的标准然后实行更高的标准。全中国一半的人口在用，但是这一半的人口却不被重视，真的非常让人生气。 ,,无,无,无,2024-11-20 13:40,iPhone 13,0,0,0
P19UG79Si,#特朗普新政#特朗普宣称上任后将美国宣布进入紧急状态并军事驱逐非法移民，这一举措具有多方面影响有： 国内政治层面 - 巩固支持群体：能进一步巩固其在本土主义者和反移民群体中的支持。这些群体一直主张强硬的移民政策，特朗普此举可满足他们对于加强边境安全、减少非法移民数量的诉求。- 加剧政治分歧：这一计划必然会遭到自由派和部分人道主义组织的强烈反对，加剧美国国内政治在移民问题上的两极分化，可能导致政治斗争进一步升级，包括在国会引发激烈辩论等。 法律层面 - 存在法律争议：动用军事力量驱逐非法移民可能面临法律挑战。美国有一系列关于移民处理的法律程序和规定，军事介入移民执法可能被质疑违反现有法律框架，甚至可能引发司法诉讼。 ,,无,无,无,2024-11-20 12:34,iPhone 13,0,0,0
P19UwrrUI,#孙颖莎#WTT福冈总决赛开启一起为国乒加油！ 今日20:20将孙颖莎王艺迪出战女双  今日 林高远、林诗栋、梁靖崑、钱天一等人也将出战  ,,无,无,无,2024-11-20 12:34,iPhone 13,0,0,1
P19Uqd1x3,#卫生巾造假风波#这几天，关于“卫生巾长度造假”“C类执行标准”“客服态度傲慢”等话题持续发酵。卫生巾又不是独此一家别无分号，在这个竞争白热化的市场里，品牌哪来的傲慢底气？尽管品牌方迅速发表声明称，客服发言不代表品牌，他们会加强对合作经销商的培训，却仍然给人一种“品牌方虽然认了错，但终究还是客服扛下了所有”的观感。要知道，消费者买单的不只是产品，还有对商家的信任。当商家背离了这种信任，再怎么拿合规当借口，口碑都会迅速崩塌。 ,,无,无,无,2024-11-20 12:34,iPhone 13,0,0,0
P19Ugzxyk,#国足落败日本#国足最近的比赛，真是让人又爱又恨。1比3输给日本，这结果虽然不算惊喜，但比起之前0比7的惨败，已经有了明显的进步。这场比赛，日本队开场就占据了主动，第38分钟，久保建英助攻小川航基破门，为日本队首开纪录。上半场伤停补时阶段，町田浩树助攻板仓滉扩大比分，上半场结束时，日本队以两球领先中国队。下半场，中国队并没有放弃，第48分钟，韦世豪直塞妙传林良铭破门，比分变为1-2，中国队扳回一球。但仅仅过去不到10分钟，日本队再度扩大比分，第54分钟，伊东纯也助攻小川航基再次头球破门，最终，双方都无力再度改写比分，中国队1比3负于对手。这场比赛，林良铭的进球，不仅是他个人世预赛的首球，也是日本队此阶段赛事第一个被对手打入的进球。这可是国足5年来首次攻破日本队球门，日本本届世预赛首次被对方球员破门。 ,,无,无,无,2024-11-20 12:33,iPhone 13,0,0,0
P19U9CSeB,#百雀羚涉禁用原料##百雀羚回应#称自2021年5月26日以后，没生产过任何添加有该原料行为，不纯在添加禁用原料的行为。  ,,无,无,无,2024-11-20 12:33,iPhone 13,1,0,0
P19CYqfv2,#东北虎进村伤人#【#黑龙江老虎进村新闻已传到国外#】#韩国地铁播放老虎进村新闻##专家称伤人老虎或来自俄罗斯#近日，有中国网友在韩国地铁看到屏幕播放“虎口脱险”大爷新闻，新闻用汉声韩字幕播出，画面正显示大爷在接受采访。网友称在异国他乡看到了自己国家的新闻感到很亲切。网友：“大爷走向国际了！” ,,无,无,无,2024-11-20 11:51,iPhone 13,0,0,0
P19zQAIp8,#日本主帅说国足不是有进步是潜力大#【#日本主帅说国足不是有进步是潜力大#】#日本主帅回应国足进步# 北京时间11月19日，世预赛亚洲区18强赛，中国队主场1-3不敌日本。赛后，日本队主教练森保一携比赛最佳球员小川航基出席新闻发布会。记者问森保一：本场比赛日本被射正三次，首次被对手球员攻破球门，如何看待中国队的进步？森保一：“中国队从开局就潜力很大，伊万教练让每个人都发挥了最大潜力，这场比赛和我们主场那次完全不一样，比赛很艰难，中国队主场球迷也创造了激烈的氛围，如果中国队先进球，结果可能会不一样。伊万是个很好的教练。” ,,无,无,无,2024-11-20 11:43,iPhone 13,0,0,0
P19zIg0WM,#东北虎进村伤人#【#被老虎咬伤村民已清醒恢复良好##医生称村民被老虎咬伤的手恢复良好#】11月19日，黑龙江佳木斯，被老虎咬伤的勃利县村民术后已恢复清醒，目前手的血运恢复状况良好。医生：只要有一线希望就不放弃。  ,,无,无,无,2024-11-20 11:43,iPhone 13,0,0,0
P19zxonPj,#孙颖莎##孙颖莎对于放松有自己的理解#莎莎每次比赛都会把状态调整好，无论是紧张刺激的对抗，还是压力山大的关键时刻，她总能保持冷静与专注。这份从容不迫，让人不禁好奇：莎莎究竟是如何做到的呢？想知道莎莎有什么解压方式。  ,,无,无,无,2024-11-20 11:42,iPhone 13,0,0,0
P19zpF4Gj,#特朗普新政##特朗普新政##特朗普新任命# 特朗普将任命琳达·麦克马洪为美国教育部部长。琳达·麦克马洪的任命，不仅是特朗普政府对商业领导力的又一次肯定，也是对教育领域创新改革的一次大胆尝试。在教育部部长的职位上，麦克马洪将如何运用她的商业智慧和领导才能，推动美国教育的发展，这将是教育界和公众共同期待的答案。在教育部部长的职位上，麦克马洪将面临诸多挑战。美国教育系统正处在改革的关键时期，如何提高教育质量、促进教育公平、以及应对数字化时代的教育变革，都是她需要思考和解决的问题。麦克马洪的商业背景和领导经验，我们相信她能为这些问题提供新的解决方案。 ,,无,无,无,2024-11-20 11:42,iPhone 13,0,0,0
P196k84AU,#马斯克#星舰的第六次试飞，也是一代星舰的最后一飞，将于北京时间明天一早6点到6点半之间进行。执飞的星舰S31和超重B13已立在发射塔架上作好了准备。马斯克转发SMX制作的一段视频，展示了等待试飞的组合体。这BGM还挺好听的～  ,,无,无,无,2024-11-20 10:30,iPhone 13,0,0,2
P195WuFfb,#特朗普新政#此前，特朗普的未来卫生部长小罗伯特·F·肯尼迪曾承诺解决美国的垃圾食品问题。特朗普在一次公开场合表示，长期以来的问题是食品工业综合体和制药业的压迫。小罗伯特·F·肯尼迪是一位知名的阴谋论者，反对疫苗接种，并提倡减少国民饮食中的高糖、高脂和高添加剂加工食品。尽管如此，特朗普本人并不避讳自己对快餐的热爱，包括汉堡和薯条。他认为这样可以更好地融入选民，同时也有安全考虑，因为他担心如果由私人厨师准备饭菜可能会面临被投毒的风险。 ,,无,无,无,2024-11-20 10:29,iPhone 13,0,0,0
P195Ls2dt,#国足落败日本#谁能想到，国足输给日本后，竟可以用“可惜”二字来总结！没错，就是可惜！我们在定位球上失分，在上半场补时阶段被进球，实在令人惋惜。不过，比分虽是1比3，但国足整场的防守较上一场有了很大进步！尤其是下半场开场阶段，林良铭打进日本队的那粒球，堪称全场最漂亮的进球。这粒进球意义非凡，它是日本队在本届世预赛两阶段比赛中，首次被对手攻破球门！ ,,无,无,无,2024-11-20 10:29,iPhone 13,0,0,0
P195x502X,#东北虎进村伤人##2万多台红外相机实时监控东北虎#，2万多台相机啊，应该可以实时感知东北虎的动向吧。或者能不能在每一只东北虎身上加装一个追踪器或者植入一块芯片，这样能够实时知道东北虎的动向，只要东北虎离开安全区域，能够第一时间启动响应机制，避免出现安全问题。  ,,无,无,无,2024-11-20 10:28,iPhone 13,0,0,0
P18XN3oSV,"#我心中的年度车##微博年度汽车大选# 我心中的年度车——小米su7，颠覆传统！🌟我心中的年度车#我心中的年度车##微博年度汽车大选#大家好，我是一名汽车爱好者，坐标北京，80后,用车场景主要是上下班通勤和周末家庭出游。今天我要给大家推荐一款我心中的年度车——小米su7🚗为什么我会选择小米su7作为年度车型呢？首先，小米作为国内知名的科技品牌，拥有强大的研发实力和技术储备。紧跟市场需求，满足年轻消费者对时尚、环保、智能的需求。而且小米的价格亲民，性价比超高，让更多人能够拥有一辆属于自己的座驾。🌟小米su7的优点：1. 时尚外观：小米su7车身线条流畅，整体造型非常吸引人。2. 智能化：小米造车具备丰富的智能配置，如自动驾驶辅助系统、语音控制等，让驾驶更加轻松便捷。3. 环保节能：作为一款电动车，小米su7的能源消耗低，排放少，有利于环境保护。4. 性价比高：相较于其他品牌的电动车，小米su7的价格更加亲民，让更多人能够拥有一辆属于自己的座驾。🌟小米的缺点：1. 续航里程：虽然小米造车的电池容量很大，但目前的续航里程还有待提升，可能需要消费者购买更高容量的电池来满足日常需求。2. 充电设施：随着电动车的普及，充电设施的建设也变得尤为重要。目前市场上充电桩的数量还不够多，这可能会给消费者带来一定的不便。🌟与小米的故事：去年的某一天，我在小区附近的充电站为我的特斯拉充电。突然，一位邻居走过来告诉我，他即将购买一辆小米造车。他表示，虽然特斯拉性能很好，但毕竟是外国品牌，而小米是国产安全性价比高，更符合他的预算。听了邻居的话，我也对小米造车产生了浓厚的兴趣。总之，小米造车凭借其时尚的外观、智能化的配置、环保的特点和亲民的价格，无疑成为了我心中的年度车型。🎉🎉🎉 [组图共3张] 原图 ",,"https://ww2.sinaimg.cn/large/adf0a8c9gy1hvshb89di7j20u014010h.jpg,https://ww2.sinaimg.cn/large/adf0a8c9gy1hvshbalebaj20u014045a.jpg,https://ww2.sinaimg.cn/large/adf0a8c9gy1hvshb6vwgtj20yj0u0jzz.jpg",无,无,2024-11-20 10:09,iPhone 13,2,0,0
P18C5vNtg,#印度#南亚雨季结束后，北印度恒河平原大气扩散条件急剧转差，加之周边工厂和城市车辆废气排放和农民大量焚烧秸秆，近期印度首都新德里及周边地区空气质量迅速恶化。11月17日德里多地空气质量指数AQI高达1000～1200，法新社还提到11月18日中午德里PM2.5最高浓度一度达到每立方米921微克、是世卫组织健康标准上限的61倍。由于空气质量极度恶化，德里政府11月14日宣布小学停止线下课程、15日启动三级响应机制，但此后空气污染情况还在加剧；11月17日污染浓度再创新高后，德里政府宣布启动最高级别的四级响应机制，在此情况下当地中小学暂停线下课程、建筑业停工、燃油车辆限行或停运，建议企业50%员工上班、其他员工在家工作以减少通勤。预计未来至少一周时间德里依然维持静稳天气，空气污染状况难以得到明显改善。 ,,无,无,无,2024-11-20 09:16,iPhone 13,0,0,1
P18BY28oE,#马斯克##马斯克暗示特斯拉有7座车，比亚迪正自研智能驾驶芯片#据未来汽车Daily 今日报道，比亚迪内部正自主研发智能驾驶专用芯片，这是一颗拥有80 TOPS算力的芯片，未来该芯片将覆盖到8万-30万价格带的智驾车型中。  ,,无,无,无,2024-11-20 09:16,iPhone 13,0,0,1
P18BRdaOg,#特朗普新政#特朗普当选美国第47任总统后，宣布了一系列新政，其中包括任命埃隆·马斯克建立并领导政府效率部，旨在消除政府中的官僚主义，精简联邦机构，提高效率，并削减浪费性开支。  ,,无,无,无,2024-11-20 09:15,iPhone 13,0,0,0
P18BBu32p,#给学生戴小蜜蜂#方法是正确的，但是确实不应该拍视频发出来  ,,无,无,无,2024-11-20 09:15,iPhone 13,0,0,0
