微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
OFRLQlbk9,#考研英语和雅思托福谁更难#语言考试一直是留学和职业发展的重要门槛，而考研英语、雅思和托福则是备受关注的三大语言考试。考研英语与雅思托福的难度比较，我们深入探讨哪一项更胜一筹。雅思托福和考研英语在本质上是有区别的，考研英语是中国研究生入学考试科目之一，雅思托福是国际性英语标准化水平测试。 ,,无,无,无,2024-11-12 07:01,iPhone客户端,0,0,0
OFRLGjuMu,#贝克汉姆49岁状态##贝克汉姆46岁状态#【贝克汉姆上海行】11月11日，英格兰足球传奇人物贝克汉姆来到上海，在粉丝见面会上，小贝说自己幼时的梦想就是拥有一家俱乐部，最荣耀的是跟随曼联夺得三冠王。  ,,无,无,无,2024-11-12 07:01,iPhone客户端,0,0,0
OFMOzos7K,#黄岩岛是我国固有领土##黄岩岛争端#【#黄岩岛领海基线打脸菲律宾# 】11月10日，中国公布了黄岩岛领海基线，不仅进一步明确了我国在南海的海洋权益主张，还狠狠打脸了菲律宾在8日签署的两部菲律宾国内法，这两部“法”究竟有多离谱？谭主邀请军事法律专家柴立丹，带大家看看菲律宾的痴心妄想。#黄岩岛贴上膜了# ,,无,无,无,2024-11-11 18:24,无,1,1,0
OFMi06AeD,#涉事四名学生会干部已被清退#据信阳市实验高级中学2024年11月11日发布情况通报：近日，网传我校有学生会干部在日常学生管理中索取钱财问题。学校高度重视，立即调查。经初步调查，情况属实。目前，对涉事的4名学生会干部已清退出学生会，并将根据公安机关的调查结果进一步处置。对于我校在学生管理过程中存在的问题，我们认真反思、举一反三、立即整改，坚决杜绝此类事件再次发生。感谢广大媒体和网友对学校管理的监督。#河南一高中学生会干部被曝受贿# ,,无,无,无,2024-11-11 17:04,无,1,0,0
OFMhTAjas,#高中学生会干部索取钱财属实#据信阳市实验高级中学2024年11月11日发布情况通报：近日，网传我校有学生会干部在日常学生管理中索取钱财问题。学校高度重视，立即调查。经初步调查，情况属实。目前，对涉事的4名学生会干部已清退出学生会，并将根据公安机关的调查结果进一步处置。对于我校在学生管理过程中存在的问题，我们认真反思、举一反三、立即整改，坚决杜绝此类事件再次发生。感谢广大媒体和网友对学校管理的监督。 ,,无,无,无,2024-11-11 17:04,无,5,4,2
OFM6xjdaN,#发型师晓华##媒体评同行声称晓华拉低行业档次#【南都快评：晓华让行业倒退10年？高价不等于高级】#晓华不会颠覆行业但能给同行上一课#“听得懂话”的理发师“晓华”爆火出圈后，遭到了一些同行的嘲讽和质疑。据报道，目前她的理发价格依然是男士30元、女士45元，对此，有同行声称“晓华拉低了整个行业的档次”“干了10年20年，剪发还是30元，是对职业的不尊重”，甚至表示“整个美发行业因为晓华的出现倒退10年不止”。#理发师晓华说30元的价格不低# ,,无,无,无,2024-11-11 16:36,无,3,0,1
OFM5VvXRG,#发型师晓华#【怀化发型师晓华火到了国外，#顾客从韩国飞来找晓华剪头发#】发型师晓华火到了国外，有顾客从韩国飞来剪头发，深夜排队的顾客请求发一天后的号。2024年11月9日晚，担心顾客深夜排队冷，店家提前发了号，没有领到号的顾客继续在晓华理发店外等候，大家围着理发店工作人员请求发放后天的号，既可以在怀化旅游一天，又不耽误剪个美美的发型。 ,,无,无,无,2024-11-11 16:34,无,1,0,0
OFM5vssh5,#发型师晓华##周边商户谈理发师晓华爆火#【#晓华隔壁理发师称偶尔会捡漏#：比以往生意好一些，平均一天能剪十几个头】近日，湖南怀化一名理发师晓华因技艺精湛，“让顾客能笑着走出理发店”走红。10月30日起，晓华的短视频账号涨粉迅速，7天涨粉超170万。如今，其粉丝已超330万。11月9日晚8时30分，晓华店门口人潮依旧汹涌，而晓华隔壁的理发店却已空空如也，仅有零星几位工作人员打扫卫生。“有朋友建议我拍个对比视频。”理发店老板阿平说，与晓华店外的热闹对比，他的店铺一个客人都没有，“朋友说，说不定能火。”陆陆续续还有人来到店里借用厕所，阿平耐心地指出厕所的位置，“有网友建议我将理发店改成厕所，说不定赚得更多。”实际上，自晓华“爆火”后，阿平的理发店较之以往生意也好了一些，“平均一天能剪十几个头。”他也在剪发时直播，观看人数最多时达2000人。晓华还未“爆火”前，两家店的客流基本相当，“大家都是邻居，谈不上竞争。”在门口休息时，他偶尔还和晓华聊聊家常。@九派新闻 ,,无,无,无,2024-11-11 16:33,无,1,0,0
OFM4loHje,#中方将继续支持巴方推进反恐行动#中国外交部发言人林剑11日主持例行记者会。会上，记者就报道称有中国公民在巴基斯坦遇袭一事提问。林剑：中方重申，恐怖主义是全人类公敌，打击恐怖主义、避免悲剧重演是国际社会的共同责任。中方将继续支持巴方推进反恐行动，坚决维护海外中国公民、项目和机构的安全。中巴双方有决心、有能力挫败一切破坏中巴关系的图谋，让恐怖分子付出应有代价。 ,,无,无,无,2024-11-11 16:30,无,0,0,0
OFM4cEsdh,#外交部回应有中国公民在巴基斯坦遇袭#中国外交部发言人林剑11日主持例行记者会。会上，记者就报道称有中国公民在巴基斯坦遇袭一事提问。林剑：中方重申，恐怖主义是全人类公敌，打击恐怖主义、避免悲剧重演是国际社会的共同责任。中方将继续支持巴方推进反恐行动，坚决维护海外中国公民、项目和机构的安全。中巴双方有决心、有能力挫败一切破坏中巴关系的图谋，让恐怖分子付出应有代价。 ,,无,无,无,2024-11-11 16:30,无,0,0,0
OFM1b80rE,#郑钦文仅落后世界第四4分##郑钦文世界排名正式升至第5# 11月11日，WTA更新最新一期的世界排名，郑钦文正式升至第5，且仅落后第4名4分，创造生涯最佳成绩。（直播吧）    【#郑钦文仅落后世界第四4分#】WTA更新最新一期的世界排名，郑钦文正式升至第5，且仅落后第4名4分，创造生涯最佳成绩。  原图 ,,https://wx4.sinaimg.cn/large/006UnhTFly1hvidjqfl2ej312z0qotd8.jpg,无,无,2024-11-11 16:23,无,0,0,0
OFM0x2myN,#发型师晓华#【太火了！#李晓华说放假第一件事是在家睡两天#】11月9日，湖南怀化。“听得懂话”的理发师李晓华近日在网上走红，慕名而来的人越来越多，不少网友坐十几个小时的车来剪头，通宵拿号排队。接受采访时，李晓华说，“如果放假了，我想在家睡一两天。然后再想想接下来，要好好把卫生打扫干净，生活恢复到正轨。”#面对泼天流量晓华想静静# ,,无,无,无,2024-11-11 16:21,无,1,0,0
OFLZRafqc,#发型师晓华##晓华爆火当地迎来泼天富贵#【#晓华回复向太#：欢迎来怀化玩，顺便找我剪头发】 #隔壁理发师称跟晓华谈不上竞争#近日，向佐出席某活动，造型引热议，网友纷纷喊话换发型。11月10日，向太在评论区回复网友剪头发建议称：“在联系晓华了。”随后晓华也表示：好呀好呀，欢迎来怀化玩，顺便找我剪头发。近日，湖南怀化理发师李晓华爆火出圈，因其会仔细聆听顾客要求，并且完全按照要求去剪，不擅自发挥。 #晓华隔壁理发师称偶尔会捡漏# ,,无,无,无,2024-11-11 16:19,无,1,0,0
OFKTdFCyo,#中国航展#【#海军陆战队员首次亮相中国航展#！专家解读海军航空兵飞行课目展示】10日中午，参加中国航展的中国海军航空兵直-20J、直-8C以及海军歼-15系列舰载机编队再次进行适应性训练。军事专家10日对《环球时报》表示，中国海军航空兵进行的飞行演练课目实战性强、难度大，也展示了海军飞行员的高超技术。#海军陆战队员这帅气的压迫感# ,,无,无,无,2024-11-11 13:30,无,2,0,0
OFKT3k8nb,苏-57战斗机，最大起飞重量35000千克，超音速巡航速度可达每小时1450千米，最高时速2140-2600千米，作战半径1200千米，战斗载荷可达6吨，内置4个武器舱，能实现飞行性能和隐身性能的良好结合，具备空中格斗和对地攻击能力。具备隐身性能好、起降距离短、超机动性能、超音速巡航等特点。#俄罗斯苏57战斗机空中悬停# ,,无,无,无,2024-11-11 13:30,无,3,0,1
OFKSWsXq2,苏-57战斗机，最大起飞重量35000千克，超音速巡航速度可达每小时1450千米，最高时速2140-2600千米，作战半径1200千米，战斗载荷可达6吨，内置4个武器舱，能实现飞行性能和隐身性能的良好结合，具备空中格斗和对地攻击能力。具备隐身性能好、起降距离短、超机动性能、超音速巡航等特点。#苏57飞行员幽默回答为什么爱飞行# ,,无,无,无,2024-11-11 13:30,无,1,0,0
OFKP3vCME,#黄岩岛争端##领海基线是不容突破的底线#【#中国领土一点都不会让一寸也不能丢#】今天，中国政府发表声明，正式公布黄岩岛领海基线。黄岩岛是我国固有领土，划定并公布黄岩岛领海基线，是中国政府依法加强海洋管理的正常举措，这一方面是向国际社会宣示中国对黄岩岛拥有无可争辩的主权，另外也是表明中国政府维护领土主权和海洋权益的坚定决心。 ,,无,无,无,2024-11-11 13:20,无,2,0,0
OFCLRoOIc,#湖北省体育局祝贺郑钦文#【#湖北省体育局祝贺郑钦文#】#湖北省体育局盛赞郑钦文#在郑钦文夺得在2024年WTA年终总决赛亚军后，湖北省体育局向中国网球协会及郑钦文@郑钦文Ana  发去了贺电。文中称：欣悉我省运动员郑钦文在2024年WTA年终总决赛中顽强拼搏、奋勇向前，首次入围即获亚军，个人排名再创新高，生动诠释了新时代中国精神，展现了青年一代运动员自信自强、昂扬进取的良好精神风貌，为祖国和家乡赢得了新的荣耀。在此，谨向中国网球协会、郑钦文及其家人、团队致以热烈祝贺! ,,无,无,无,2024-11-10 16:50,无,0,1,0
OFCFSoig7,#黄岩岛是我国固有领土#【#中方坚决反对菲律宾颁布所谓海洋区域法#】#黄岩岛是我国固有领土#11月10日，外交部发言人就中国政府公布黄岩岛领海基点基线答记者问。问：中国政府今日发表声明，公布了黄岩岛的领海基线。此举是否系针对菲律宾出台“海洋区域法”的反制措施？答：黄岩岛是中国固有领土。中国政府根据《联合国海洋法公约》等国际法及《中华人民共和国领海及毗连区法》，划定并公布黄岩岛领海基线，是中国政府依法加强海洋管理的正常举措，符合国际法和国际惯例。菲律宾颁布所谓“海洋区域法”，企图以国内立法形式固化南海仲裁案非法裁决，把中国黄岩岛和南沙群岛大部分岛礁及相关海域非法纳入其海洋区域，严重侵犯中方在南海的领土主权和海洋权益。中方对此坚决反对，将继续依法采取一切必要措施，坚定捍卫国家领土主权和海洋权益。 （人民日报） ,,无,无,无,2024-11-10 16:35,无,0,0,0
OFCDYamIS,#中方坚决反对菲律宾颁布所谓海洋区域法#【#中方坚决反对菲律宾颁布所谓海洋区域法#】#黄岩岛是我国固有领土#11月10日，外交部发言人就中国政府公布黄岩岛领海基点基线答记者问。问：中国政府今日发表声明，公布了黄岩岛的领海基线。此举是否系针对菲律宾出台“海洋区域法”的反制措施？答：黄岩岛是中国固有领土。中国政府根据《联合国海洋法公约》等国际法及《中华人民共和国领海及毗连区法》，划定并公布黄岩岛领海基线，是中国政府依法加强海洋管理的正常举措，符合国际法和国际惯例。菲律宾颁布所谓“海洋区域法”，企图以国内立法形式固化南海仲裁案非法裁决，把中国黄岩岛和南沙群岛大部分岛礁及相关海域非法纳入其海洋区域，严重侵犯中方在南海的领土主权和海洋权益。中方对此坚决反对，将继续依法采取一切必要措施，坚定捍卫国家领土主权和海洋权益。 （人民日报） ,,无,无,无,2024-11-10 16:31,无,1,0,0
OFAe8FAxe,#涵艺说TES围绕双C重组#冬转倒计时10天，TES即将围绕双C进行重组。涵艺：JackeyLove不可能去iG，他要留队的，Creme和JackeyLove都有合同，所以滔搏应该是围绕双C进行重组。最后可能拿到的阵容是Meiko、小天，上路是呼吸吧，我觉得369留在滔搏的可能性不是很，而且Meiko也不一定，他属于那种有很多队要去争的选手，有机会加入LPL前二的队伍，去WBG也好，回EDG也好，选择很多，辅助位置最热门的选手就是Meiko和Missing。 ,,无,无,无,2024-11-10 10:22,iPhone客户端,0,0,0
OFzvk3pJR,#夜骑开封被按下暂停键#【#夜骑开封的共享单车被倒卖#：售价20-50元】11月8日，河南郑州，有网友发视频称，“夜骑”开封的共享单车被人倒卖，售价20-50元不等，有倒卖者称：“我从远处拉来做公益，他们愿意给钱我收不收？”有网友表示，现场也有交警在发现情况之后迅速阻止其行为，也有网友表示共享单车公司调度员也在现场监督。#郑州发布交通管制通告# ,,无,无,无,2024-11-10 08:31,iPhone客户端,4,3,2
OFz8DaRRV,#大学生夜骑#【#开封喊话夜骑要激情更要平安#】#开封倡议骑行别扎堆也不必深夜#11月8日深夜，大学生骑行开封热情再次高涨，让全国网友见证了青春的肆意挥洒。然而，拥挤的骑行队伍占用快车道，郑开大道一路拥堵。青春尽显狂欢的同时，越来越多的人开始担心扎堆骑行的安全隐患。对此，开封喊话夜骑大学生：骑行不必扎堆，也不必深夜，只要永葆热情，青春永不散场。#郑开大道郑州段非机动车道临时禁行#（开封融媒） ,,无,无,无,2024-11-10 07:35,无,2,2,0
OFz8ndrQd,#夜骑开封被按下暂停键#【#夜骑开封的共享单车被倒卖#：售价20-50元】11月8日，河南郑州，有网友发视频称，“夜骑”开封的共享单车被人倒卖，售价20-50元不等，有倒卖者称：“我从远处拉来做公益，他们愿意给钱我收不收？”有网友表示，现场也有交警在发现情况之后迅速阻止其行为，也有网友表示共享单车公司调度员也在现场监督。#郑州发布交通管制通告# ,,无,无,无,2024-11-10 07:35,无,1,1,0
OFz881zKB,#大学生夜骑##夜骑开封被按下暂停键#【#夜骑开封的共享单车被倒卖#：售价20-50元】11月8日，河南郑州，有网友发视频称，“夜骑”开封的共享单车被人倒卖，售价20-50元不等，有倒卖者称：“我从远处拉来做公益，他们愿意给钱我收不收？”有网友表示，现场也有交警在发现情况之后迅速阻止其行为，也有网友表示共享单车公司调度员也在现场监督。#郑州发布交通管制通告# ,,无,无,无,2024-11-10 07:34,无,1,0,0
OFyUNBnrx,#青春夜骑要passion并非没有代价##夜骑开封被按下暂停键#近期，“夜骑开封”爆火全网。11月8日晚间，夜骑又迎来一波新高潮。然而，由于夜骑人数过多，8日深夜，郑开大道出现交通拥堵。9日夜骑队伍散去后，郑开大道遗留下很多垃圾。11月9日，美团单车、哈啰单车、青桔单车运营公司联合发布《郑州共享单车使用联合公告》，明确指出，超区骑行将锁车。 ,,无,无,无,2024-11-10 07:01,iPhone客户端,5,1,0
OFyU5ubDJ,#留给郑钦文的山不多了#这一度让人觉得，首次参加总决赛的郑钦文，离总决赛冠军又近了一步，因为毕竟此前郑钦文对阵萨巴伦卡5战皆负。后者堪称郑钦文职业生涯最大“苦主”，被比作郑钦文“必须跨过的山”。#郑钦文对战高芙#无论今晚结果如何，郑钦文跻身世界一流高手，已是不争的事实。放眼整个职业高手圈子，留给郑钦文的“山”不多了。 ,,无,无,无,2024-11-10 07:00,iPhone客户端,0,0,0
OFuTFol7y,#大学生夜骑#【#青春没有售价但并非只有夜骑#】#郑开大道郑州段非机动车道临时禁行# 又是周末，又是十万学生军夜骑开封。青春没有售价。四个馋丫头引发一场时下最热的“体育运动”：夜骑开封；连夜修自行车指示牌，交警全程引导，免费大巴送大学生去火车站，郑州、开封两地的多部门，也在全力护航。#郑州大学生再次夜骑开封# ,,无,无,无,2024-11-09 20:47,无,1,0,0
OFpvPjYL9,#律师谈黄晓明被索要天价分手费##刘大锤要曝黄晓明叶珂猛料#11月7日晚，黄晓明被曝和叶珂分手并被索要2.7亿元分手费一事冲上热搜。11月8日，潇湘晨报记者注意到，最早爆料此事、称黄晓明遭遇“杀猪盘”并被索要2.7亿分手费的博主已经删除相关微博。此外，曾在朋友圈爆料相关内容的一名网友更新朋友圈称，自己此前所说只是道听途说，发布的是不实信息，自己已经接到律师函。截至目前，黄晓明及叶珂均未对此事有公开回应。 ,,无,无,无,2024-11-09 07:05,iPhone客户端,0,0,0
OFpvg4K4m,#人在工作中能捅多大娄子#这么多年了，没什么拿得出手的成绩，就一些零零散散的感悟，给新老师尤其是男老师提个醒：1.你能力再强，学历再牛都不重要，重要的是要走的长远，多熬走几任校长，你就是老人2.事情做多做少是否添彩不重要，甚至没做没成绩也不重要，重要的是态度要好3.只要不是作风问题（尤其注意跟女学生保持距离），没有贪腐问题，不出人命，多大的事儿都不叫事儿4.至于灵岛培养不培养你，更不重要。（河边奶爸 ） ,,无,无,无,2024-11-09 07:04,iPhone客户端,1,0,0
OFpuukbYL,#闫安为王楚钦发声#闫安：首先（王楚钦）他的世界第一是他一板一板打出来的，并不是说谁给他捧到这个位置的“能够有这样的成绩 能够被这么多人喜欢和认可”我觉得是他自己的实力去打到这个位置的，大家都会有一个所谓的低谷期，因为我觉得没有运动员能够一上来就可能保持顶峰到他自己的职业生涯结束，所以我觉得大家也给他一些时间，给他一些宽容，然后让他好好去调整再去重新出发。 ,,无,无,无,2024-11-09 07:02,iPhone客户端,0,0,0
OFpurvG2I,#落地的苏57被当成了遮阳伞#第十五届中国航展于2024年11月12日至11月17日举办，不少飞机已经抵达珠海，开始了试飞。在现场有网友拍下有趣的一幕，一架苏-57正停靠在旁边，俄罗斯工作人员将其当作“遮阳伞”，伸个懒腰再打个哈欠松弛感满满。网友评论：“给他们上碟花生米，记我账上。”#这届中国航展太passion了# ,,无,无,无,2024-11-09 07:02,iPhone客户端,1,0,0
OFg4Q5bB8,#立冬是一年最适合进补的时节#立冬不仅是冬天的开始，更是享受丰收，休养生息的时节。自古便有谚语“立冬补冬，补嘴空”一说。在不同的地域，立冬要吃的食物也不尽相同。黄河流域以北的地区，偏爱饺子和羊肉汤；在江苏，人们会用豆沙、萝卜、猪油、酱油混合成馅做成团子来吃；在闽南，老姜片和香油焖成的姜母鸭，不干不柴，醇厚浓郁，可以滋阴降火，抵御寒冷。 ,,无,无,无,2024-11-08 07:04,iPhone客户端,3,0,2
OFg40kbKf,#迪士尼娃娃不足2斤被收81元运费#小徐（化名）在上海迪士尼官方旗舰店花2千买玲娜贝儿周边，发现加起来不到2斤的棉花娃娃，运费居然要81元？平台却回复称，觉得贵可以选择其他没有运费的店铺。也有不少网友反映，迪士尼的运费普遍很贵，从20元到80元都有。目前，官方旗舰店回应部分网友可以申请售后补差价。你觉得迪士尼运费合理吗？ ,,无,无,无,2024-11-08 07:02,iPhone客户端,0,0,0
OFg39dmkO,#哈尔滨涉黑副局长前妻死于枪击#知情人士称，于涛前妻的家人早年曾就枪击事件持续控告。于涛在公安系统晋升期间，公安系统内部也有过针对于涛前妻被枪击致死事件的举报，对于这件枪击事件，公安内部曾调查过多次。接近张绪霞的人士称，于涛被带走调查时，张绪霞正在国外陪女儿上学，目前仍未归案。（界面新闻） ,,无,无,无,2024-11-08 07:00,iPhone客户端,0,0,0
OFg38hUWT,#北京的冬天今年迟到了#（11月7日）是冬季第一个节气立冬，它的到来意味着寒冷季节的开始。此时，冷空气活动更加频繁，进入一年中降温最猛的时段，入冬进程也开始加速，冬季前沿会抵达黄淮北部、秦岭、川西高原一带。常年立冬时节，我国北方大部已进入冬天，全国型寒潮也会频繁出现，华北地区可能会迎来初雪。 ,,无,无,无,2024-11-08 07:00,iPhone客户端,0,0,0
OF9DN5t7H,#蜂花删除争议性动态#【#蜂花广告被质疑刻意丑化女性#】#蜂花就真假闺蜜宣传道歉# 11月7日，@蜂花 发布道歉信称，为其账号下近期发布的一篇不当图文内容，郑重道歉。信中表示，此次事件充分暴露出蜂花在内容把控以及审核流程方面存在严重漏洞。蜂花已第一时间启动了全面的整改程序，目前不当图文已删除，并严肃整顿该账号的运营。此前，蜂花在社交平台上发布了题为《看清什么是真假闺蜜》的漫画，并因此登上热搜，引发网友关注和讨论。不少网友质疑上述漫画内容刻意丑化女性。 ,,无,无,无,2024-11-07 14:41,无,1,0,0
OF9DzuPL1,#蜂花 真假闺蜜#【#大批网友涌入蜂花账号要求道歉#】#你接受蜂花的道歉吗#  11月7日，一则”蜂花 真假闺蜜“ 的消息登上热搜，起因是蜂花在官方小红书账号内转载了一篇“看清什么是真假闺蜜”的漫画，其中漫画所配文字引发了网友的热议与抵触。大批消费者涌入蜂花账号评论区，要求道歉。有网友表示品牌应该尊重消费者，弘扬正确价值观。记者查询蜂花账号，发现已无此条内容。致电蜂花官方电话，但截至发稿，暂未成功与蜂花负责部门取得联系。#蜂花发道歉信#  （未来网） ,,无,无,无,2024-11-07 14:40,无,1,0,0
OF8dJgZBv,【#金饰价格重回7字头#，#金饰价格一夜大跌16元每克#】11月6日，国际贵金属市场持续走低，现货黄金大跌近3%，跌破2660美元/盎司。11月7日，国内各大品牌金店金饰价格也应声下跌，周大福足金饰品报价799元/克，较前一日跌去13元；老庙黄金报价为795元/克，大跌16元/克；周生生报价为800元/克，下跌11元/克。#金价跳水了# ,,无,无,无,2024-11-07 11:04,iPhone客户端,2,1,0
OF6Du0HRe,#选调生值得考吗#选调生值得报考，只要符合条件的考生可以进行尝试，给自己未来的发展方向多一个机会。#选调生值得考吗##选调生#选调生考试的好处有以下几点：1.考试难度。选调生考试虽然还是有一定难度，但竞争的剧烈程度还是比普通的公务员招录更低。2.发展空间。选调生进入体制后作为干部人才储备的，能有更多的提升机会，也会给履历增加亮点，个人发展空间十分广阔。 3.工作调动。选调生可以参加专门针对选调生招录的遴选考试，通过遴选能够进入更好的单位，竞争也更小。 ,,无,无,无,2024-11-07 07:02,iPhone客户端,0,0,0
OF6CD74wk,#河南一景区立冬穿秋裤可免费游#【#洛阳一景区立冬穿秋裤可免门票#，景区：提醒大家保暖】#景区回应立冬穿秋裤可免门票#“立冬穿秋裤，寒冬冻不住。”河南洛阳隋唐洛阳城景区推出穿秋裤免门票活动，仅限11月7日冬至当天。该景区工作人员告诉极目新闻记者，策划此活动一方面是推介景区，另一方面也是提醒大家降温了要保暖。 ,,无,无,无,2024-11-07 07:00,iPhone客户端,5,0,2
OEZCRhJ4b,#马丽港漂新体验#《不止于她》采访中马丽谈到自己首次出演的大女主角色“臧阿姨”表示自己能够深刻地感受到这个角色的多重身份，她不仅是一位无私的母亲，还是一位在家庭和社会中都坚强独立的女性。《水饺皇后》也不仅是一部关于母亲的电影，更是一部展现女性自我救赎与成长的作品。真的特别期待马丽在大银幕上的精彩表现！ ,,无,无,无,2024-11-06 13:11,无,0,0,0
OEZB5hUt2,#马丽回应大女主电影#在《不止于她》采访中马丽谈到自己首次出演的大女主角色“臧阿姨”表示自己能够深刻地感受到这个角色的多重身份，她不仅是一位无私的母亲，还是一位在家庭和社会中都坚强独立的女性。《水饺皇后》也不仅是一部关于母亲的电影，更是一部展现女性自我救赎与成长的作品。真的特别期待马丽在大银幕上的精彩表现！ ,,无,无,无,2024-11-06 13:07,无,2,0,0
OEZ5oa0aw,#瑞士卷风波#【#律师谈宝妈吃瑞士卷被疑剧本#：若为摆拍，博主或被追究法律责任】#你认为瑞士卷事件是剧本吗#？ 据红星新闻报道：10月底，一位全职宝妈博主在社交平台上发布了一条视频，记录了她和丈夫的一次争吵。一盒瑞士卷8个，女儿吃了2个，儿子吃了2个，丈夫吃了2， 剩下2个博主刚准备吃，就遭到了丈夫的一顿教训。 ,,无,无,无,2024-11-06 11:48,无,4,1,0
OEZ5jhoYT,#瑞士卷风波#【#瑞士卷事件博主删除视频#， #瑞士卷事件博主否认摆拍制造对立#】近日，一博主发布的“吃2个瑞士卷换来老公的一顿教育”吐槽视频，让 “瑞士卷怎么分”持续引发热议。 有网友顺势“拷问”起自己的甚至全天下的“老公”；也有网友怀疑是“剧本”，纯粹博取流量。目前，当事博主已删除视频，称不想继续传播负能量。但否认摆拍、搞男女对立。#别掉进8个瑞士卷怎么分的话题陷阱# ,,无,无,无,2024-11-06 11:48,无,3,1,1
OEZ4X4sAd,#瑞士卷风波#【#社区将再去瑞士卷当事人家中调查#】#瑞士卷风波当事人否认摆拍# 近日，女子发视频自我曝光就8个瑞士卷怎么分享一事与丈夫进行争论，事情发酵后引发网友热议，也有网友质疑此事是剧本。记者了解到，当事人居住地在浙江省义乌市。11月5日晚，记者从义乌市相关社区负责人及知情人处了解到，社区已经去当事人家里了解过情况，但当事人有点抵触，社区正准备第二次去入户调查。11月5日，记者联系女博主未能成功，但了解到女博主的住址是在浙江省义乌市。 ,,无,无,无,2024-11-06 11:47,无,2,1,0
OEYD5EIQk,#美国大选# 【美国佛州州长：共和党总统候选人特朗普赢得该州全部选举人票】#特朗普赢得佛州全部选举人票# 当地时间11月5日，美国佛罗里达州州长德桑蒂斯当日在社交媒体平台上宣布，美国佛罗里达州总统大选的投票站已关闭，共和党总统候选人特朗普在该州总统大选中获胜，并赢得了30张选举人票。据美联社报道，截至美国东部时间当日晚上8点10分，佛罗里达州总统大选已完成了87%的选票清点，特朗普共获得了5529320张选票，占据当前该州总票数的55.8%。（央视新闻客户端） ,,无,无,无,2024-11-06 10:39,无,2,0,0
OEYBfaKCw,#美国大选开票##美32个州和华盛顿特区结束大选投票#更新：综合美国媒体的消息，截至当地时间11月5日晚上9点，也就是北京时间今天（11月6日）上午10点，美国已有32个州和华盛顿特区的投票站陆续关闭。据美联社预测，目前共和党总统候选人特朗普获得了120张选举人票，均来自“红州”。民主党总统候选人哈里斯获得了99张选举人票，均来自“蓝州”。#美各州陆续结束投票开始计票#目前本次大选最为关键的7个“摇摆州”的选举人票归属仍未有最终预测。美国总统选举获胜需得到至少270张选举人票。（总台记者 张颖哲 赵淼） ,,无,无,无,2024-11-06 10:34,无,2,0,0
OEYAUlR3T,#美国大选开票#【#美国大选实时选情#：美媒预测特朗普暂获101张选举人票 哈里斯暂获71张】当地时间11月5日，美国总统大选计票正在进行。根据多家美媒最新预测，目前，特朗普获得了101张选举人票，哈里斯获得了71张。截至发稿，美国共和党总统候选人、前总统特朗普赢得了肯塔基州、印第安纳州、西弗吉尼亚州、亚拉巴马州、密西西比州、南卡罗来纳州、俄克拉何马州、佛罗里达州、田纳西州、阿肯色州。美国民主党总统候选人、副总统哈里斯赢得了佛蒙特州、马萨诸塞州、康涅狄格州、马里兰州、罗得岛州、华盛顿特区、新泽西州、特拉华州、伊利诺伊州。（央视） ,,无,无,无,2024-11-06 10:33,无,1,0,0
OEYn7s4KV,#美国大选# 【#美国大选多个投票站遭炸弹威胁#】#美选民担忧选举结果引发暴力事件#当地时间5日，美国各地的不少选民选择来到当地投票站进行现场投票。但在选举日当天，有些地区的现场投票进行的并不平静，其中佐治亚州格威内特县、富尔顿县、科布县的投票站都因收到炸弹威胁而进行了临时疏散。这让选民们对可能伴随选举结果而来的暴力事件更加担忧。#24时区全球观察##美国大选#（央视新闻） ,,无,无,无,2024-11-06 09:59,无,1,0,0
OEYi0x8as,#美国大选##佛州州长称特朗普赢得该州全部选举人票##美国大选实时选情#【美国佛州州长：共和党总统候选人特朗普赢得该州全部选举人票】当地时间11月5日，美国佛罗里达州州长德桑蒂斯当日在社交媒体平台上宣布，美国佛罗里达州总统大选的投票站已关闭，共和党总统候选人特朗普在该州总统大选中获胜，并赢得了30张选举人票。 ,,无,无,无,2024-11-06 09:47,无,2,0,0
OEYgFCQMy,#美国今日所有州结束总统大选投票##美国6个州结束总统大选投票##美国大选实时选情#【美国已有6个州结束总统大选投票】截至美国东部时间11月5日19时，美国佐治亚州、印第安纳州、肯塔基州、南卡罗来纳州、佛蒙特州和弗吉尼亚州六个州的投票站关闭。美国东部时间19时30分，北卡罗来纳州、俄亥俄州和西弗吉尼亚州的投票站将关闭。 ,,无,无,无,2024-11-06 09:44,无,3,0,0
OEY9iePBV,#美16个州和华盛顿特区结束大选投票##美国大选# 更新：截至当地时间11月5日晚上8点，北京时间今天（11月6日）上午9点，美国已有16个州和华盛顿特区的投票站陆续关闭。据美联社预测，共和党总统候选人特朗普赢得了亚拉巴马州、密西西比州、南卡罗来纳州、俄克拉何马州、佛罗里达州、田纳西州，共计获得了95张选举人票，这几个州都是“红州”。民主党候选人哈里斯赢得了马萨诸塞州、康涅狄格州、马里兰州、罗德岛州和华盛顿特区，共计35张候选人票，这几个州和华盛顿特区均为民主党的“票仓”。 ,,无,无,无,2024-11-06 09:25,无,1,0,0
